고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
5496,IN-2012-25035,2013-08-13,2013-08-15,특급 배송,SN-20560,이서준,홈 오피스,영등포구,서울특별시,대한민국,수도권,TEC-AC-10000284,사무기기,악세사리,"Belkin Flash Drive, Bluetooth",256672.8,6,0,74358
5524,IN-2012-47211,2013-09-14,2013-09-18,표준 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,호남,OFF-LA-10001191,사무용품,라벨,"Harbour Creations File Folder Labels, Alphabetical",7848.9,1,0.1,2340.9
5558,IN-2012-58544,2013-11-18,2013-11-24,표준 배송,AS-10135,노회창,홈 오피스,동구,부산광역시,대한민국,영남,OFF-SU-10003221,사무용품,일반 사무용품,"Acme Trimmer, Easy Grip",94248,2,0,5630.4
5559,IN-2012-58544,2013-11-18,2013-11-24,표준 배송,AS-10135,노회창,홈 오피스,동구,부산광역시,대한민국,영남,OFF-PA-10000344,사무용품,종이,"SanDisk Memo Slips, 8.5 x 11",64627.2,3,0,32313.6
5574,IN-2012-18385,2013-05-25,2013-05-27,빠른 배송,RO-19780,나현지,소비자,송파구,서울특별시,대한민국,수도권,OFF-AP-10000647,사무용품,가전,"Hoover Refrigerator, White",3744216,7,0,374421.6
5575,IN-2012-18385,2013-05-25,2013-05-27,빠른 배송,RO-19780,나현지,소비자,송파구,서울특별시,대한민국,수도권,TEC-CO-10000778,사무기기,복사기,"Sharp Fax and Copier, Color",173440.8,1,0,17319.6
5576,IN-2012-18385,2013-05-25,2013-05-27,빠른 배송,RO-19780,나현지,소비자,송파구,서울특별시,대한민국,수도권,OFF-PA-10003906,사무용품,종이,"Eaton Memo Slips, Premium",84088.8,6,0,37821.6
5577,IN-2012-18385,2013-05-25,2013-05-27,빠른 배송,RO-19780,나현지,소비자,송파구,서울특별시,대한민국,수도권,FUR-TA-10001360,가구,탁자,"Bevis Round Table, Rectangular",1473010.56,4,0.3,336648.96
5581,IN-2012-59013,2013-08-23,2013-08-30,표준 배송,DR-12880,차주엽,기업 고객,남해군,경상남도,대한민국,영남,TEC-MA-10004424,사무기기,전산기기,"Panasonic Phone, Durable",259977.6,3,0,41585.4
5582,IN-2012-11784,2013-12-24,2013-12-31,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,수도권,OFF-AR-10004486,사무용품,필기구,"Sanford Canvas, Blue",154591.2,3,0,40116.6
5583,IN-2012-11784,2013-12-24,2013-12-31,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,수도권,FUR-BO-10003185,가구,책장,"Ikea Floating Shelf Set, Metal",346392,2,0,3427.2
5584,IN-2012-22396,2013-11-19,2013-11-20,특급 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,수도권,TEC-CO-10001630,사무기기,복사기,"Canon Personal Copier, Digital",270123.336,2,0.07,107453.736
5585,IN-2012-22396,2013-11-19,2013-11-20,특급 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,수도권,TEC-MA-10000087,사무기기,전산기기,"StarTech Calculator, White",97452.126,3,0.17,36313.326
5586,IN-2012-22396,2013-11-19,2013-11-20,특급 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,수도권,OFF-ST-10004802,사무용품,수납용품,"Rogers File Cart, Industrial",479514.24,4,0.17,40343.04
5587,IN-2012-22396,2013-11-19,2013-11-20,특급 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,수도권,FUR-CH-10001664,가구,의자,"Novimex Swivel Stool, Black",844532.766,7,0.27,-57891.834
5591,ID-2012-49409,2013-12-22,2013-12-23,특급 배송,MW-18235,한정아,기업 고객,부천시,경기도,대한민국,수도권,TEC-CO-10001419,사무기기,복사기,"Hewlett Copy Machine, Color",540824.4,4,0.5,-508388.4
5592,ID-2012-49409,2013-12-22,2013-12-23,특급 배송,MW-18235,한정아,기업 고객,부천시,경기도,대한민국,수도권,TEC-PH-10003752,사무기기,전화기,"Nokia Office Telephone, VoIP",66524.4,2,0.5,-20012.4
5593,ID-2012-49409,2013-12-22,2013-12-23,특급 배송,MW-18235,한정아,기업 고객,부천시,경기도,대한민국,수도권,OFF-AP-10002239,사무용품,가전,"Hoover Toaster, White",125123.4,3,0.5,-45073.8
5596,IN-2012-74441,2013-06-29,2013-07-03,표준 배송,SB-20290,박민균,기업 고객,서초구,서울특별시,대한민국,수도권,TEC-MA-10001991,사무기기,전산기기,"Konica Calculator, White",84727.728,2,0.17,5045.328
5597,IN-2012-74441,2013-06-29,2013-07-03,표준 배송,SB-20290,박민균,기업 고객,서초구,서울특별시,대한민국,수도권,OFF-AP-10002573,사무용품,가전,"Hamilton Beach Stove, Black",1834649.928,4,0.17,88369.128
5616,IN-2012-39308,2013-01-11,2013-01-18,표준 배송,DF-13135,문익현,소비자,부평구,인천광역시,대한민국,수도권,TEC-PH-10002806,사무기기,전화기,"Apple Audio Dock, VoIP",565461.072,4,0.17,40854.672
5617,IN-2012-39308,2013-01-11,2013-01-18,표준 배송,DF-13135,문익현,소비자,부평구,인천광역시,대한민국,수도권,OFF-BI-10004334,사무용품,바인더,"Avery Hole Reinforcements, Durable",5003.406,1,0.17,-14.994
5618,IN-2012-39308,2013-01-11,2013-01-18,표준 배송,DF-13135,문익현,소비자,부평구,인천광역시,대한민국,수도권,FUR-FU-10001096,가구,가구류,"Advantus Clock, Black",191324.97,5,0.27,2522.97
5619,IN-2012-39308,2013-01-11,2013-01-18,표준 배송,DF-13135,문익현,소비자,부평구,인천광역시,대한민국,수도권,OFF-AR-10003613,사무용품,필기구,"Sanford Canvas, Easy-Erase",340364.106,9,0.27,13739.706
5630,IN-2012-49087,2013-09-21,2013-09-25,표준 배송,HR-14830,문경민,기업 고객,의정부시,경기도,대한민국,수도권,TEC-PH-10004261,사무기기,전화기,"Nokia Signal Booster, Full Size",562183.2,4,0,157406.4
5631,ID-2012-46231,2013-08-05,2013-08-10,표준 배송,PW-19030,민형석,기업 고객,고창군,전라북도,대한민국,호남,OFF-ST-10004947,사무용품,수납용품,"Fellowes File Cart, Industrial",126491.22,1,0.1,-2824.38
5637,IN-2012-28654,2013-05-07,2013-05-11,표준 배송,TC-20980,신주경,기업 고객,광진구,서울특별시,대한민국,수도권,TEC-CO-10002697,사무기기,복사기,"Brother Wireless Fax, High-Speed",1153650.6,3,0,334519.2
5638,IN-2012-28654,2013-05-07,2013-05-11,표준 배송,TC-20980,신주경,기업 고객,광진구,서울특별시,대한민국,수도권,FUR-FU-10004182,가구,가구류,"Eldon Stacking Tray, Black",257040,8,0,110404.8
5639,IN-2012-28654,2013-05-07,2013-05-11,표준 배송,TC-20980,신주경,기업 고객,광진구,서울특별시,대한민국,수도권,FUR-BO-10001155,가구,책장,"Dania 3-Shelf Cabinet, Traditional",432837,3,0,25887.6
5653,IN-2012-77178,2013-12-18,2013-12-23,표준 배송,DK-13090,노진헌,소비자,수영구,부산광역시,대한민국,영남,TEC-PH-10004085,사무기기,전화기,"Apple Audio Dock, with Caller ID",282578.148,2,0.17,20397.348
5655,ID-2012-42493,2013-06-04,2013-06-09,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,FUR-CH-10002966,가구,의자,"Harbour Creations Swivel Stool, Red",992100.96,6,0.1,-77185.44
5656,ID-2012-42493,2013-06-04,2013-06-09,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,TEC-PH-10004618,사무기기,전화기,"Motorola Speaker Phone, VoIP",357661.98,3,0.1,31771.98
5657,ID-2012-42493,2013-06-04,2013-06-09,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,OFF-LA-10000784,사무용품,라벨,"Harbour Creations File Folder Labels, 5000 Label Set",8372.16,1,0.1,3720.96
5658,ID-2012-42493,2013-06-04,2013-06-09,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,TEC-MA-10003146,사무기기,전산기기,"Okidata Inkjet, Durable",573768.36,2,0.1,146592.36
5661,IN-2012-27702,2013-12-30,2014-01-04,표준 배송,RB-19645,조채아,기업 고객,제주시,제주특별자치도,대한민국,호남,FUR-CH-10000825,가구,의자,"SAFCO Chairmat, Red",89083.944,2,0.27,14603.544
5662,IN-2012-27702,2013-12-30,2014-01-04,표준 배송,RB-19645,조채아,기업 고객,제주시,제주특별자치도,대한민국,호남,OFF-SU-10002388,사무용품,일반 사무용품,"Elite Shears, Easy Grip",52578.756,2,0.47,-34753.644
5663,IN-2012-27702,2013-12-30,2014-01-04,표준 배송,RB-19645,조채아,기업 고객,제주시,제주특별자치도,대한민국,호남,TEC-CO-10002040,사무기기,복사기,"Brother Fax Machine, Digital",1207302.192,4,0.07,454297.392
5664,IN-2012-27702,2013-12-30,2014-01-04,표준 배송,RB-19645,조채아,기업 고객,제주시,제주특별자치도,대한민국,호남,OFF-BI-10004334,사무용품,바인더,"Avery Hole Reinforcements, Durable",5003.406,1,0.17,-14.994
5665,IN-2012-67049,2013-10-08,2013-10-11,빠른 배송,TR-21325,권은아,소비자,서구,부산광역시,대한민국,영남,OFF-ST-10002650,사무용품,수납용품,"Fellowes Lockers, Wire Frame",210528,1,0,67350.6
5666,IN-2012-67049,2013-10-08,2013-10-11,빠른 배송,TR-21325,권은아,소비자,서구,부산광역시,대한민국,영남,OFF-SU-10004762,사무용품,일반 사무용품,"Fiskars Ruler, Steel",42319.8,3,0,7160.4
5667,IN-2012-67049,2013-10-08,2013-10-11,빠른 배송,TR-21325,권은아,소비자,서구,부산광역시,대한민국,영남,FUR-CH-10003009,가구,의자,"Novimex Swivel Stool, Adjustable",340578,2,0,85129.2
5693,IN-2012-33036,2013-01-04,2013-01-08,표준 배송,BD-11500,성선엽,소비자,군포시,경기도,대한민국,수도권,OFF-LA-10000784,사무용품,라벨,"Harbour Creations File Folder Labels, 5000 Label Set",27907.2,3,0,13953.6
5701,IN-2012-40141,2013-06-23,2013-06-27,표준 배송,SS-20140,서수빈,기업 고객,금정구,부산광역시,대한민국,영남,OFF-AP-10003800,사무용품,가전,"Hoover Microwave, Silver",631155.6,2,0,265057.2
5702,IN-2012-66629,2013-09-17,2013-09-20,특급 배송,PH-18790,전용상,홈 오피스,관악구,서울특별시,대한민국,수도권,FUR-CH-10002626,가구,의자,"Hon Steel Folding Chair, Adjustable",192573.45,3,0.25,61574.85
5715,IN-2012-57109,2013-05-20,2013-05-25,빠른 배송,ES-14020,남한울,소비자,영도구,부산광역시,대한민국,영남,OFF-EN-10002679,사무용품,봉투,"Kraft Mailers, with clear poly window",66801.942,3,0.47,1256.742
5716,IN-2012-57109,2013-05-20,2013-05-25,빠른 배송,ES-14020,남한울,소비자,영도구,부산광역시,대한민국,영남,OFF-SU-10001709,사무용품,일반 사무용품,"Kleencut Scissors, High Speed",36149.922,3,0.47,-2773.278
5727,IN-2012-68687,2013-03-19,2013-03-23,빠른 배송,PO-18865,최유미,소비자,울주군,울산광역시,대한민국,영남,OFF-AP-10001824,사무용품,가전,"Hamilton Beach Blender, Silver",554325.12,9,0.15,71548.92
5754,ID-2012-64802,2013-12-09,2013-12-16,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,수도권,FUR-FU-10003658,가구,가구류,"Tenex Light Bulb, Duo Pack",34865.64,2,0.1,-446.76
5756,IN-2012-79495,2013-12-27,2013-12-29,특급 배송,CS-11860,임진후,소비자,계양구,인천광역시,대한민국,수도권,OFF-ST-10001824,사무용품,수납용품,"Rogers Box, Single Width",48960,2,0,2937.6
5757,IN-2012-79495,2013-12-27,2013-12-29,특급 배송,CS-11860,임진후,소비자,계양구,인천광역시,대한민국,수도권,FUR-CH-10004312,가구,의자,"Hon Bag Chairs, Set of Two",193392,4,0,46389.6
5758,IN-2012-38965,2013-10-06,2013-10-11,빠른 배송,EP-13915,허서연,소비자,남구,울산광역시,대한민국,영남,OFF-AR-10001708,사무용품,필기구,"Boston Sketch Pad, Blue",198288,4,0,41616
5759,IN-2012-38965,2013-10-06,2013-10-11,빠른 배송,EP-13915,허서연,소비자,남구,울산광역시,대한민국,영남,TEC-AC-10004652,사무기기,악세사리,"Belkin Mouse, Erganomic",78580.8,2,0,17258.4
5760,IN-2012-38965,2013-10-06,2013-10-11,빠른 배송,EP-13915,허서연,소비자,남구,울산광역시,대한민국,영남,FUR-CH-10003692,가구,의자,"SAFCO Swivel Stool, Set of Two",867969,5,0,95472
5771,IN-2012-36375,2013-09-09,2013-09-12,빠른 배송,TC-21535,구대호,홈 오피스,양천구,서울특별시,대한민국,수도권,OFF-AR-10000249,사무용품,필기구,"Sanford Highlighters, Fluorescent",34700.4,2,0,11444.4
5779,IN-2012-18987,2013-08-16,2013-08-18,특급 배송,LE-16810,손영아,소비자,수영구,부산광역시,대한민국,영남,TEC-CO-10001472,사무기기,복사기,"Sharp Copy Machine, Laser",475450.56,3,0.35,102375.36
5780,IN-2012-18987,2013-08-16,2013-08-18,특급 배송,LE-16810,손영아,소비자,수영구,부산광역시,대한민국,영남,OFF-PA-10002461,사무용품,종이,"Eaton Parchment Paper, Multicolor",33390.72,4,0.45,-9204.48
5796,ID-2012-38699,2013-11-08,2013-11-09,특급 배송,JH-15985,양일권,소비자,성남시,경기도,대한민국,수도권,OFF-FA-10004447,사무용품,파스너,"Advantus Rubber Bands, Metal",18066.852,2,0.47,-4821.948
5818,IN-2012-52125,2013-08-03,2013-08-04,특급 배송,RH-19495,최지호,소비자,금산군,충청남도,대한민국,충청,FUR-CH-10000110,가구,의자,"Hon Bag Chairs, Red",92106,2,0,39596.4
5852,IN-2012-67616,2013-12-16,2013-12-21,빠른 배송,NC-18625,유원경,기업 고객,서대문구,서울특별시,대한민국,수도권,FUR-FU-10002292,가구,가구류,"Deflect-O Door Stop, Duo Pack",202005.9,5,0.1,69507.9
5853,IN-2012-67616,2013-12-16,2013-12-21,빠른 배송,NC-18625,유원경,기업 고객,서대문구,서울특별시,대한민국,수도권,OFF-SU-10000954,사무용품,일반 사무용품,"Acme Scissors, High Speed",163477.44,7,0.1,37956.24
5854,IN-2012-67616,2013-12-16,2013-12-21,빠른 배송,NC-18625,유원경,기업 고객,서대문구,서울특별시,대한민국,수도권,FUR-BO-10001967,가구,책장,"Safco Corner Shelving, Mobile",697588.2,5,0.1,7711.2
5855,IN-2012-67616,2013-12-16,2013-12-21,빠른 배송,NC-18625,유원경,기업 고객,서대문구,서울특별시,대한민국,수도권,OFF-ST-10001631,사무용품,수납용품,"Tenex Trays, Blue",348353.46,7,0.1,131583.06
5856,IN-2012-67616,2013-12-16,2013-12-21,빠른 배송,NC-18625,유원경,기업 고객,서대문구,서울특별시,대한민국,수도권,FUR-FU-10003198,가구,가구류,"Rubbermaid Photo Frame, Erganomic",138718.98,3,0.1,3038.58
5863,ID-2012-62884,2013-05-31,2013-05-31,당일 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,수도권,OFF-BI-10003340,사무용품,바인더,"Acco Index Tab, Durable",21885.12,4,0.4,-6266.88
5864,ID-2012-62884,2013-05-31,2013-05-31,당일 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,수도권,OFF-FA-10000353,사무용품,파스너,"Stockwell Clamps, Assorted Sizes",29908.44,3,0.4,-6536.16
5878,IN-2012-67392,2013-12-06,2013-12-11,표준 배송,ZD-21925,강현석,소비자,고양시,경기도,대한민국,수도권,OFF-AR-10001405,사무용품,필기구,"Binney & Smith Highlighters, Fluorescent",109242,6,0,14137.2
5879,IN-2012-67392,2013-12-06,2013-12-11,표준 배송,ZD-21925,강현석,소비자,고양시,경기도,대한민국,수도권,OFF-BI-10004534,사무용품,바인더,"Wilson Jones Binding Machine, Recycled",100612.8,2,0,32191.2
5880,IN-2012-67392,2013-12-06,2013-12-11,표준 배송,ZD-21925,강현석,소비자,고양시,경기도,대한민국,수도권,FUR-FU-10001246,가구,가구류,"Advantus Frame, Durable",330939,3,0,69492.6
5883,IN-2012-77479,2013-08-26,2013-08-28,빠른 배송,CW-11905,배일성,홈 오피스,연제구,부산광역시,대한민국,영남,FUR-CH-10004163,가구,의자,"Novimex Steel Folding Chair, Adjustable",432072,5,0,86292
5884,IN-2012-77479,2013-08-26,2013-08-28,빠른 배송,CW-11905,배일성,홈 오피스,연제구,부산광역시,대한민국,영남,TEC-AC-10004938,사무기기,악세사리,"Belkin Mouse, Bluetooth",124572.6,3,0,17350.2
5885,IN-2012-77479,2013-08-26,2013-08-28,빠른 배송,CW-11905,배일성,홈 오피스,연제구,부산광역시,대한민국,영남,OFF-LA-10001191,사무용품,라벨,"Harbour Creations File Folder Labels, Alphabetical",34884,4,0,12852
5886,IN-2012-77479,2013-08-26,2013-08-28,빠른 배송,CW-11905,배일성,홈 오피스,연제구,부산광역시,대한민국,영남,FUR-FU-10000815,가구,가구류,"Eldon Door Stop, Black",153489.6,3,0,29100.6
5891,IN-2012-47526,2013-09-27,2013-10-04,표준 배송,TB-21625,남은준,소비자,의정부시,경기도,대한민국,수도권,TEC-AC-10002702,사무기기,악세사리,"Enermax Keyboard, Bluetooth",45118.476,1,0.47,-37470.924
5892,IN-2012-47526,2013-09-27,2013-10-04,표준 배송,TB-21625,남은준,소비자,의정부시,경기도,대한민국,수도권,OFF-AP-10002312,사무용품,가전,"KitchenAid Refrigerator, Black",446471.442,1,0.17,26884.242
5901,IN-2012-30033,2013-12-02,2013-12-07,표준 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,수도권,TEC-CO-10002788,사무기기,복사기,"Hewlett Personal Copier, Digital",184953.132,2,0.37,29321.532
5902,IN-2012-30033,2013-12-02,2013-12-07,표준 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,수도권,FUR-FU-10000628,가구,가구류,"Rubbermaid Light Bulb, Black",56113.056,4,0.27,13028.256
5903,IN-2012-30033,2013-12-02,2013-12-07,표준 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,수도권,OFF-BI-10004553,사무용품,바인더,"Cardinal Binder, Clear",45005.256,4,0.17,17832.456
5955,IN-2012-50725,2013-12-21,2013-12-27,표준 배송,JH-15910,신주철,소비자,서구,대구광역시,대한민국,영남,OFF-ST-10002292,사무용품,수납용품,"Fellowes Lockers, Single Width",1057536,5,0,21114
5995,IN-2012-36179,2013-09-24,2013-09-29,빠른 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,OFF-ST-10003334,사무용품,수납용품,"Smead Trays, Wire Frame",194004,4,0,34884
5996,IN-2012-36179,2013-09-24,2013-09-29,빠른 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,OFF-FA-10001246,사무용품,파스너,"OIC Staples, Metal",81824.4,7,0,39198.6
5997,IN-2012-36179,2013-09-24,2013-09-29,빠른 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,수도권,OFF-ST-10002292,사무용품,수납용품,"Fellowes Lockers, Single Width",211507.2,1,0,4222.8
5998,IN-2012-69835,2013-11-30,2013-12-05,표준 배송,LC-16960,신하늬,홈 오피스,대덕구,대전광역시,대한민국,충청,TEC-CO-10004535,사무기기,복사기,"Hewlett Fax Machine, High-Speed",1297929.6,4,0,467200.8
5999,ID-2012-34037,2013-03-03,2013-03-03,당일 배송,MZ-17515,손예준,기업 고객,합천군,경상남도,대한민국,영남,TEC-CO-10002350,사무기기,복사기,"Canon Wireless Fax, Digital",1076566.14,3,0.07,-34764.66
6000,ID-2012-34037,2013-03-03,2013-03-03,당일 배송,MZ-17515,손예준,기업 고객,합천군,경상남도,대한민국,영남,FUR-CH-10002250,가구,의자,"Office Star Executive Leather Armchair, Black",696096.756,2,0.27,190707.156
6012,IN-2012-16831,2013-12-07,2013-12-12,표준 배송,VM-21835,최영우,소비자,고창군,전라북도,대한민국,호남,OFF-ST-10003274,사무용품,수납용품,"Eldon Box, Wire Frame",9516.6,1,0,2080.8
6042,IN-2012-47596,2013-10-20,2013-10-25,표준 배송,PO-19195,허지만,홈 오피스,하남시,경기도,대한민국,수도권,OFF-SU-10002543,사무용품,일반 사무용품,"Stiletto Scissors, Easy Grip",180142.2,7,0,10710
6043,IN-2012-47596,2013-10-20,2013-10-25,표준 배송,PO-19195,허지만,홈 오피스,하남시,경기도,대한민국,수도권,FUR-TA-10004383,가구,탁자,"Bevis Coffee Table, Adjustable Height",2058697.62,9,0.3,-588447.18
6044,IN-2012-47596,2013-10-20,2013-10-25,표준 배송,PO-19195,허지만,홈 오피스,하남시,경기도,대한민국,수도권,TEC-MA-10003632,사무기기,전산기기,"Epson Calculator, Wireless",378705.6,8,0,185558.4
6060,IN-2012-17062,2013-09-20,2013-09-21,특급 배송,BT-11395,이혜영,기업 고객,청주시,충청북도,대한민국,충청,TEC-PH-10000824,사무기기,전화기,"Cisco Office Telephone, Full Size",125077.5,2,0.25,11673.9
6066,IN-2012-65159,2013-01-03,2013-01-07,빠른 배송,LB-16735,한수연,소비자,부여군,충청남도,대한민국,충청,OFF-FA-10002569,사무용품,파스너,"Stockwell Staples, Metal",6126.12,1,0.45,556.92
6067,IN-2012-65159,2013-01-03,2013-01-07,빠른 배송,LB-16735,한수연,소비자,부여군,충청남도,대한민국,충청,FUR-TA-10002797,가구,탁자,"Chromcraft Round Table, Adjustable Height",215404.11,1,0.55,-71807.49
6068,IN-2012-65159,2013-01-03,2013-01-07,빠른 배송,LB-16735,한수연,소비자,부여군,충청남도,대한민국,충청,OFF-ST-10003020,사무용품,수납용품,"Tenex Lockers, Industrial",344392.29,3,0.45,-125256.51
6071,ID-2012-74679,2013-05-19,2013-05-24,표준 배송,EL-13735,김민재,홈 오피스,강북구,서울특별시,대한민국,수도권,OFF-ST-10001366,사무용품,수납용품,"Rogers Folders, Wire Frame",54639.36,2,0.1,-2460.24
6073,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,TEC-CO-10003342,사무기기,복사기,"Canon Fax Machine, High-Speed",1937530.8,6,0,406857.6
6074,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-BI-10001400,사무용품,바인더,"Cardinal 3-Hole Punch, Economy",88128,3,0,13219.2
6075,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-AR-10000179,사무용품,필기구,"Binney & Smith Canvas, Easy-Erase",210650.4,4,0,79927.2
6076,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,TEC-PH-10003613,사무기기,전화기,"Apple Signal Booster, VoIP",278949.6,2,0,55753.2
6077,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-BI-10002594,사무용품,바인더,"Cardinal Binder Covers, Recycled",12607.2,1,0,5416.2
6078,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,FUR-CH-10004810,가구,의자,"Hon Swivel Stool, Set of Two",338436,2,0,71053.2
6079,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-ST-10004668,사무용품,수납용품,"Smead Trays, Industrial",49939.2,1,0,7986.6
6080,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-ST-10003274,사무용품,수납용품,"Eldon Box, Wire Frame",28549.8,3,0,6242.4
6081,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,FUR-CH-10000660,가구,의자,"Novimex Executive Leather Armchair, Adjustable",2323152,5,0,720171
6082,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,TEC-CO-10002380,사무기기,복사기,"Canon Fax and Copier, High-Speed",1546646.4,8,0,123624
6083,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-ST-10000704,사무용품,수납용품,"Rogers File Cart, Blue",143483.4,1,0,53060.4
6084,IN-2012-76625,2013-12-21,2013-12-26,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-SU-10004461,사무용품,일반 사무용품,"Stiletto Box Cutter, High Speed",256825.8,7,0,61475.4
6097,IN-2012-67588,2013-10-18,2013-10-23,표준 배송,ML-17395,김홍익,기업 고객,김포시,경기도,대한민국,수도권,OFF-FA-10003819,사무용품,파스너,"Advantus Paper Clips, Assorted Sizes",25612.2,2,0.1,6823.8
6098,IN-2012-67588,2013-10-18,2013-10-23,표준 배송,ML-17395,김홍익,기업 고객,김포시,경기도,대한민국,수도권,FUR-CH-10001382,가구,의자,"Office Star Chairmat, Red",241691.04,4,0.1,104725.44
6099,ID-2012-41457,2013-09-28,2013-10-01,특급 배송,AG-10900,양승호,소비자,성동구,서울특별시,대한민국,수도권,OFF-SU-10001573,사무용품,일반 사무용품,"Kleencut Shears, Serrated",79810.92,2,0.1,-3604.68
6106,IN-2012-35325,2013-12-01,2013-12-04,특급 배송,KL-16645,안동윤,소비자,세종특별자치시,세종특별자치시,대한민국,충청,OFF-BI-10004105,사무용품,바인더,"Acco 3-Hole Punch, Recycled",103217.472,4,0.17,13620.672
6107,IN-2012-35325,2013-12-01,2013-12-04,특급 배송,KL-16645,안동윤,소비자,세종특별자치시,세종특별자치시,대한민국,충청,OFF-BI-10002853,사무용품,바인더,"Avery Binder Covers, Recycled",9676.638,1,0.17,3495.438
6108,IN-2012-78284,2013-08-30,2013-09-03,표준 배송,KC-16255,안주찬,기업 고객,오산시,경기도,대한민국,수도권,OFF-BI-10001659,사무용품,바인더,"Cardinal Index Tab, Clear",22215.6,3,0,3947.4
6109,IN-2012-78284,2013-08-30,2013-09-03,표준 배송,KC-16255,안주찬,기업 고객,오산시,경기도,대한민국,수도권,TEC-CO-10004267,사무기기,복사기,"Brother Ink, Laser",150246,1,0,19522.8
6110,IN-2012-78284,2013-08-30,2013-09-03,표준 배송,KC-16255,안주찬,기업 고객,오산시,경기도,대한민국,수도권,OFF-FA-10004839,사무용품,파스너,"Accos Clamps, Metal",79560,4,0,24602.4
6112,IN-2012-33526,2013-12-23,2013-12-23,당일 배송,JO-15280,류하민,소비자,태백시,강원도,대한민국,강원,OFF-BI-10001096,사무용품,바인더,"Ibico Binder Covers, Durable",123624,8,0,43084.8
6118,ID-2012-58040,2013-07-16,2013-07-18,특급 배송,LH-17155,김경채,소비자,파주시,경기도,대한민국,수도권,OFF-AR-10002417,사무용품,필기구,"Boston Sketch Pad, Water Color",154221.552,4,0.27,-33907.248
6128,IN-2012-33463,2013-12-22,2013-12-29,표준 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,호남,OFF-SU-10001762,사무용품,일반 사무용품,"Stiletto Shears, Easy Grip",101408.4,2,0,32436
6129,IN-2012-33463,2013-12-22,2013-12-29,표준 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,호남,FUR-FU-10000556,가구,가구류,"Tenex Light Bulb, Durable",32558.4,2,0,4834.8
6130,IN-2012-33463,2013-12-22,2013-12-29,표준 배송,HG-14965,하희열,기업 고객,광양시,전라남도,대한민국,호남,FUR-CH-10000026,가구,의자,"SAFCO Rocking Chair, Black",405388.8,3,0,16156.8
