고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인,이익
5509,IN-2015-79425,2016-01-16,2016-01-18,빠른 배송,AR-10405,신상호,기업 고객,고양시,경기도,대한민국,서울경기,TEC-AC-10001022,사무기기,악세사리,"SanDisk Flash Drive, USB",182452.5,5,0.1,20272.5
5510,IN-2015-41954,2016-11-23,2016-11-27,표준 배송,CG-12040,안인경,홈 오피스,무주군,전라북도,대한민국,호남,OFF-ST-10000485,사무용품,수납용품,"Fellowes Folders, Single Width",80875.8,3,0,18543.6
5518,ID-2015-44271,2016-01-09,2016-01-14,표준 배송,BG-11695,차범재,기업 고객,사하구,부산광역시,대한민국,영남,TEC-PH-10002991,사무기기,전화기,"Apple Smart Phone, Full Size",1077230.772,2,0.17,-129816.828
5519,ID-2015-44271,2016-01-09,2016-01-14,표준 배송,BG-11695,차범재,기업 고객,사하구,부산광역시,대한민국,영남,TEC-MA-10000697,사무기기,전산기기,"StarTech Card Printer, Wireless",415257.3,3,0.17,29972.7
5520,ID-2015-44271,2016-01-09,2016-01-14,표준 배송,BG-11695,차범재,기업 고객,사하구,부산광역시,대한민국,영남,FUR-CH-10000187,가구,의자,"Hon Chairmat, Red",206738.19,5,0.27,-5778.81
5521,ID-2015-44271,2016-01-09,2016-01-14,표준 배송,BG-11695,차범재,기업 고객,사하구,부산광역시,대한민국,영남,OFF-AR-10003110,사무용품,필기구,"Sanford Sketch Pad, Water Color",123586.668,3,0.17,7367.868
5523,IN-2015-16579,2016-06-24,2016-06-29,빠른 배송,BS-11590,정연아,기업 고객,광진구,서울특별시,대한민국,서울경기,TEC-AC-10004566,사무기기,악세사리,"Belkin Mouse, USB",41738.4,1,0,14167.8
5525,IN-2015-36200,2016-04-23,2016-04-30,표준 배송,PC-19000,한재우,홈 오피스,경주시,경상북도,대한민국,영남,OFF-FA-10002241,사무용품,파스너,"Stockwell Clamps, Bulk Pack",76867.2,4,0,26071.2
5530,IN-2015-52818,2016-12-13,2016-12-18,표준 배송,JF-15565,사용성,소비자,평창군,강원도,대한민국,강원,OFF-PA-10003938,사무용품,종이,"Eaton Cards & Envelopes, Premium",92167.2,2,0,20257.2
5531,IN-2015-52818,2016-12-13,2016-12-18,표준 배송,JF-15565,사용성,소비자,평창군,강원도,대한민국,강원,OFF-BI-10001867,사무용품,바인더,"Acco Binder Covers, Recycled",27907.2,2,0,8874
5532,ID-2015-57221,2016-02-22,2016-02-28,표준 배송,PC-18745,권영호,기업 고객,안산시,경기도,대한민국,서울경기,FUR-TA-10003291,가구,탁자,"Bevis Computer Table, Fully Assembled",435082.428,2,0.57,-435120.372
5533,ID-2015-57221,2016-02-22,2016-02-28,표준 배송,PC-18745,권영호,기업 고객,안산시,경기도,대한민국,서울경기,TEC-CO-10002674,사무기기,복사기,"Sharp Fax and Copier, High-Speed",321557.04,3,0.37,-158281.56
5538,ID-2015-67644,2016-06-16,2016-06-19,빠른 배송,AS-10135,노회창,홈 오피스,동구,부산광역시,대한민국,영남,OFF-EN-10004493,사무용품,봉투,"GlobeWeis Manila Envelope, Security-Tint",30385.8,2,0.5,-30385.8
5553,IN-2015-65488,2016-07-17,2016-07-20,특급 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,호남,OFF-BI-10002335,사무용품,바인더,"Avery Binder Covers, Durable",25642.8,2,0,489.6
5554,IN-2015-65488,2016-07-17,2016-07-20,특급 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,호남,FUR-FU-10001557,가구,가구류,"Advantus Clock, Duo Pack",104958,2,0,15728.4
5555,IN-2015-65488,2016-07-17,2016-07-20,특급 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,호남,OFF-BI-10001808,사무용품,바인더,"Ibico Index Tab, Clear",27264.6,3,0,734.4
5556,IN-2015-65488,2016-07-17,2016-07-20,특급 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,호남,OFF-AP-10002090,사무용품,가전,"Hamilton Beach Refrigerator, Red",4081060.8,8,0,1469044.8
5557,IN-2015-65488,2016-07-17,2016-07-20,특급 배송,CP-12340,고성새,기업 고객,진안군,전라북도,대한민국,호남,TEC-MA-10004997,사무기기,전산기기,"Konica Receipt Printer, Red",608940,5,0,79101
5564,IN-2015-24734,2016-07-29,2016-08-01,특급 배송,BT-11485,고형진,홈 오피스,영등포구,서울특별시,대한민국,서울경기,TEC-CO-10001166,사무기기,복사기,"HP Personal Copier, Digital",252817.2,2,0,27784.8
5565,IN-2015-56010,2016-09-15,2016-09-17,특급 배송,NH-18610,임종인,기업 고객,성남시,경기도,대한민국,서울경기,FUR-CH-10003760,가구,의자,"Office Star Bag Chairs, Set of Two",214779.87,5,0.27,55812.87
5566,IN-2015-56010,2016-09-15,2016-09-17,특급 배송,NH-18610,임종인,기업 고객,성남시,경기도,대한민국,서울경기,FUR-TA-10003055,가구,탁자,"Lesro Round Table, Fully Assembled",397792.656,2,0.57,-74059.344
5568,IN-2015-47806,2016-05-17,2016-05-22,빠른 배송,DO-13435,양근수,소비자,구로구,서울특별시,대한민국,서울경기,FUR-TA-10001360,가구,탁자,"Bevis Round Table, Rectangular",3156451.2,6,0,1451908.8
5569,IN-2015-47806,2016-05-17,2016-05-22,빠른 배송,DO-13435,양근수,소비자,구로구,서울특별시,대한민국,서울경기,OFF-AP-10001931,사무용품,가전,"Cuisinart Stove, Red",2196223.2,4,0,878464.8
5573,IN-2015-50151,2016-11-01,2016-11-03,빠른 배송,CS-12175,이한울,기업 고객,광명시,경기도,대한민국,서울경기,OFF-AP-10002938,사무용품,가전,"KitchenAid Toaster, Black",172890,2,0,15544.8
5578,IN-2015-35297,2016-02-14,2016-02-15,특급 배송,KB-16405,현호섭,홈 오피스,경주시,경상북도,대한민국,영남,FUR-CH-10003616,가구,의자,"Novimex Executive Leather Armchair, Adjustable",1761183,5,0.25,422586
5579,IN-2015-35297,2016-02-14,2016-02-15,특급 배송,KB-16405,현호섭,홈 오피스,경주시,경상북도,대한민국,영남,FUR-BO-10002423,가구,책장,"Safco Floating Shelf Set, Mobile",264218.76,2,0.35,-24400.44
5601,IN-2015-59706,2016-05-28,2016-06-02,표준 배송,VP-21760,유인철,기업 고객,고양시,경기도,대한민국,서울경기,FUR-BO-10001708,가구,책장,"Safco Stackable Bookrack, Pine",463590,3,0,92718
5614,IN-2015-25847,2016-10-11,2016-10-14,빠른 배송,JK-16090,장재선,소비자,동구,인천광역시,대한민국,서울경기,OFF-AP-10003275,사무용품,가전,"KitchenAid Microwave, Silver",2538331.2,8,0,355204.8
5615,ID-2015-63584,2016-11-12,2016-11-17,표준 배송,TB-21595,백인수,소비자,안산시,경기도,대한민국,서울경기,OFF-EN-10000454,사무용품,봉투,"GlobeWeis Business Envelopes, Set of 50",15918.12,1,0.1,-1768.68
5620,ID-2015-12918,2016-03-07,2016-03-11,표준 배송,AS-10240,심종현,소비자,함안군,경상남도,대한민국,영남,OFF-PA-10001236,사무용품,종이,"Enermax Message Books, Recycled",164579.04,8,0.1,-7515.36
5621,ID-2015-63920,2016-03-17,2016-03-21,표준 배송,AA-10480,배해윤,소비자,남동구,인천광역시,대한민국,서울경기,TEC-PH-10001699,사무기기,전화기,"Samsung Smart Phone, Full Size",2698283.52,5,0.17,-24.48
5622,IN-2015-19820,2016-08-18,2016-08-20,특급 배송,LF-17185,박성미,소비자,서초구,서울특별시,대한민국,서울경기,OFF-LA-10004398,사무용품,라벨,"Hon Color Coded Labels, Alphabetical",90178.2,7,0,0
5623,IN-2015-19820,2016-08-18,2016-08-20,특급 배송,LF-17185,박성미,소비자,서초구,서울특별시,대한민국,서울경기,OFF-SU-10000062,사무용품,일반 사무용품,"Stiletto Scissors, High Speed",96328.8,4,0,1836
5624,IN-2015-19981,2016-04-02,2016-04-04,특급 배송,CA-12310,정성준,기업 고객,연제구,부산광역시,대한민국,영남,OFF-FA-10004795,사무용품,파스너,"Advantus Paper Clips, Assorted Sizes",23256,2,0,183.6
5625,IN-2015-19981,2016-04-02,2016-04-04,특급 배송,CA-12310,정성준,기업 고객,연제구,부산광역시,대한민국,영남,OFF-AR-10004780,사무용품,필기구,"Stanley Markers, Blue",67932,3,0,32589
5632,IN-2015-44782,2016-06-09,2016-06-13,표준 배송,DD-13570,윤소진,소비자,은평구,서울특별시,대한민국,서울경기,TEC-MA-10003796,사무기기,전산기기,"Konica Calculator, Durable",52785,1,0,17931.6
5636,IN-2015-40400,2016-05-09,2016-05-12,특급 배송,RH-19510,한세리,홈 오피스,청도군,경상북도,대한민국,영남,FUR-FU-10002829,가구,가구류,"Deflect-O Clock, Black",256581,5,0,17901
5645,IN-2015-73916,2016-05-14,2016-05-17,빠른 배송,MH-17785,최춘화,기업 고객,동구,대전광역시,대한민국,충청,OFF-SU-10001731,사무용품,일반 사무용품,"Acme Letter Opener, Serrated",192137.4,7,0,72828
5646,IN-2015-73916,2016-05-14,2016-05-17,빠른 배송,MH-17785,최춘화,기업 고객,동구,대전광역시,대한민국,충청,OFF-EN-10003000,사무용품,봉투,"Cameo Mailers, Recycled",37699.2,1,0,15055.2
5647,IN-2015-27947,2016-04-30,2016-05-04,표준 배송,BS-11800,배세종,홈 오피스,하남시,경기도,대한민국,서울경기,OFF-AP-10000136,사무용품,가전,"Hamilton Beach Refrigerator, White",4218353.82,10,0.17,863981.82
5648,IN-2015-27947,2016-04-30,2016-05-04,표준 배송,BS-11800,배세종,홈 오피스,하남시,경기도,대한민국,서울경기,OFF-EN-10004885,사무용품,봉투,"Jiffy Interoffice Envelope, Recycled",97826.976,4,0.47,1742.976
5649,ID-2015-19498,2016-07-23,2016-07-25,빠른 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,서울경기,OFF-ST-10004315,사무용품,수납용품,"Rogers Lockers, Blue",971335.8,5,0.1,-54070.2
5650,ID-2015-19498,2016-07-23,2016-07-25,빠른 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,서울경기,OFF-AR-10001278,사무용품,필기구,"Binney & Smith Pens, Water Color",41640.48,3,0.1,13825.08
5652,IN-2015-61113,2016-10-25,2016-11-01,표준 배송,GH-14665,노수정,소비자,인제군,강원도,대한민국,강원,OFF-AR-10002109,사무용품,필기구,"Binney & Smith Sketch Pad, Fluorescent",48531.6,1,0,13586.4
5668,ID-2015-28787,2016-03-21,2016-03-25,표준 배송,TB-21625,남은준,소비자,의정부시,경기도,대한민국,서울경기,OFF-SU-10000496,사무용품,일반 사무용품,"Fiskars Scissors, Steel",85371.552,7,0.47,-21085.848
5669,ID-2015-28787,2016-03-21,2016-03-25,표준 배송,TB-21625,남은준,소비자,의정부시,경기도,대한민국,서울경기,OFF-AR-10001773,사무용품,필기구,"Sanford Markers, Water Color",78719.112,4,0.27,-5492.088
5682,IN-2015-46616,2016-03-22,2016-03-26,표준 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,서울경기,OFF-FA-10003596,사무용품,파스너,"Stockwell Push Pins, Bulk Pack",29314.8,2,0,8445.6
5683,IN-2015-46616,2016-03-22,2016-03-26,표준 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,서울경기,FUR-CH-10002091,가구,의자,"Harbour Creations Swivel Stool, Set of Two",372034.8,2,0,126439.2
5684,IN-2015-46616,2016-03-22,2016-03-26,표준 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,서울경기,TEC-PH-10002104,사무기기,전화기,"Cisco Speaker Phone, Cordless",720783,5,0,208998
5685,IN-2015-46616,2016-03-22,2016-03-26,표준 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,서울경기,FUR-FU-10002210,가구,가구류,"Tenex Clock, Black",102510,2,0,17380.8
5686,IN-2015-46616,2016-03-22,2016-03-26,표준 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,서울경기,FUR-TA-10001386,가구,탁자,"Lesro Conference Table, Fully Assembled",1752462,2,0,630849.6
5690,IN-2015-73580,2016-05-23,2016-05-25,특급 배송,LH-17155,김경채,소비자,파주시,경기도,대한민국,서울경기,OFF-ST-10001026,사무용품,수납용품,"Fellowes Trays, Single Width",145835.316,3,0.17,49169.916
5695,IN-2015-13863,2016-05-29,2016-06-05,표준 배송,AS-10090,나미영,소비자,안성시,경기도,대한민국,서울경기,TEC-AC-10003750,사무기기,악세사리,"Memorex Memory Card, Erganomic",510408,5,0,142902
5699,IN-2015-26792,2016-08-13,2016-08-16,특급 배송,LH-17155,김경채,소비자,파주시,경기도,대한민국,서울경기,OFF-LA-10004919,사무용품,라벨,"Smead Color Coded Labels, Alphabetical",157528.8,12,0,44064
5700,IN-2015-26792,2016-08-13,2016-08-16,특급 배송,LH-17155,김경채,소비자,파주시,경기도,대한민국,서울경기,OFF-SU-10000954,사무용품,일반 사무용품,"Acme Scissors, High Speed",77846.4,3,0,24051.6
5703,ID-2015-21031,2016-05-19,2016-05-23,표준 배송,TH-21235,백보정,기업 고객,동구,울산광역시,대한민국,영남,OFF-AR-10001232,사무용품,필기구,"Sanford Canvas, Fluorescent",105631.2,4,0.5,-40147.2
5704,ID-2015-21031,2016-05-19,2016-05-23,표준 배송,TH-21235,백보정,기업 고객,동구,울산광역시,대한민국,영남,TEC-AC-10003408,사무기기,악세사리,"Enermax Keyboard, Programmable",303307.2,7,0.5,-121451.4
5705,IN-2015-26918,2016-10-13,2016-10-18,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,OFF-EN-10004849,사무용품,봉투,"Cameo Mailers, Security-Tint",248227.2,6,0,81885.6
5706,IN-2015-26918,2016-10-13,2016-10-18,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,OFF-PA-10000383,사무용품,종이,"Green Bar Note Cards, Premium",63648,2,0,3182.4
5707,IN-2015-13954,2016-02-21,2016-02-27,표준 배송,AB-10600,고수철,기업 고객,정읍시,전라북도,대한민국,호남,FUR-BO-10000210,가구,책장,"Ikea Library with Doors, Pine",2083394.88,7,0.2,260338.68
5708,IN-2015-29291,2016-08-26,2016-08-30,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,서울경기,OFF-LA-10002180,사무용품,라벨,"Hon Color Coded Labels, 5000 Label Set",40392,3,0,12852
5709,IN-2015-29291,2016-08-26,2016-08-30,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,서울경기,OFF-ST-10003810,사무용품,수납용품,"Tenex Box, Single Width",33721.2,2,0,11750.4
5711,IN-2015-69856,2016-06-17,2016-06-23,표준 배송,AG-10900,양승호,소비자,성동구,서울특별시,대한민국,서울경기,OFF-LA-10002139,사무용품,라벨,"Novimex Color Coded Labels, Alphabetical",62424,5,0,11169
5712,IN-2015-69856,2016-06-17,2016-06-23,표준 배송,AG-10900,양승호,소비자,성동구,서울특별시,대한민국,서울경기,TEC-AC-10002335,사무기기,악세사리,"Belkin Memory Card, USB",469281.6,4,0,14076
5713,IN-2015-69856,2016-06-17,2016-06-23,표준 배송,AG-10900,양승호,소비자,성동구,서울특별시,대한민국,서울경기,OFF-PA-10004187,사무용품,종이,"Xerox Message Books, Multicolor",44431.2,2,0,2631.6
5714,ID-2015-61533,2016-03-03,2016-03-08,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,OFF-FA-10004027,사무용품,파스너,"OIC Staples, Bulk Pack",55173.636,9,0.47,-43970.364
5720,IN-2015-17244,2016-01-23,2016-01-27,표준 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,서울경기,TEC-AC-10002324,사무기기,악세사리,"Enermax Numeric Keypad, Bluetooth",175429.8,3,0,6976.8
5721,IN-2015-17244,2016-01-23,2016-01-27,표준 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,서울경기,OFF-EN-10002119,사무용품,봉투,"Ames Manila Envelope, Security-Tint",82895.4,3,0,37270.8
5722,IN-2015-17244,2016-01-23,2016-01-27,표준 배송,TM-21490,주경민,소비자,포천시,경기도,대한민국,서울경기,OFF-AR-10004009,사무용품,필기구,"Boston Highlighters, Easy-Erase",58568.4,3,0,11658.6
5723,ID-2015-21220,2016-02-14,2016-02-18,표준 배송,CT-11995,임지후,소비자,광주시,경기도,대한민국,서울경기,FUR-CH-10000391,가구,의자,"Novimex Bag Chairs, Red",126573.84,3,0.1,-2864.16
5724,IN-2015-13331,2016-11-17,2016-11-21,표준 배송,BD-11560,조희성,홈 오피스,청주시,충청북도,대한민국,충청,OFF-PA-10003303,사무용품,종이,"Xerox Computer Printout Paper, Multicolor",56610,2,0,26010
5725,IN-2015-13331,2016-11-17,2016-11-21,표준 배송,BD-11560,조희성,홈 오피스,청주시,충청북도,대한민국,충청,TEC-AC-10001438,사무기기,악세사리,"SanDisk Flash Drive, Programmable",125582.4,3,0,21297.6
5726,IN-2015-13331,2016-11-17,2016-11-21,표준 배송,BD-11560,조희성,홈 오피스,청주시,충청북도,대한민국,충청,OFF-EN-10000219,사무용품,봉투,"Jiffy Clasp Envelope, Recycled",22399.2,3,0,6242.4
5728,IN-2015-61813,2016-08-14,2016-08-18,표준 배송,EJ-14155,민수희,소비자,수원시,경기도,대한민국,서울경기,OFF-LA-10003644,사무용품,라벨,"Novimex Removable Labels, Adjustable",7132.86,1,0.1,859.86
5729,IN-2015-61813,2016-08-14,2016-08-18,표준 배송,EJ-14155,민수희,소비자,수원시,경기도,대한민국,서울경기,OFF-BI-10003713,사무용품,바인더,"Wilson Jones Index Tab, Economy",23684.4,4,0.1,7038
5730,IN-2015-61813,2016-08-14,2016-08-18,표준 배송,EJ-14155,민수희,소비자,수원시,경기도,대한민국,서울경기,OFF-PA-10003899,사무용품,종이,"SanDisk Memo Slips, Premium",62350.56,4,0.1,16572.96
5732,ID-2015-21276,2016-09-26,2016-10-01,표준 배송,JB-15925,강민,소비자,종로구,서울특별시,대한민국,서울경기,TEC-AC-10000398,사무기기,악세사리,"SanDisk Memory Card, Programmable",313708.14,3,0.1,-34856.46
5733,ID-2015-21276,2016-09-26,2016-10-01,표준 배송,JB-15925,강민,소비자,종로구,서울특별시,대한민국,서울경기,OFF-LA-10002741,사무용품,라벨,"Avery Color Coded Labels, Adjustable",20544.84,2,0.1,3592.44
5738,IN-2015-47274,2016-12-04,2016-12-08,빠른 배송,CC-12670,성윤성,소비자,강남구,서울특별시,대한민국,서울경기,TEC-MA-10002134,사무기기,전산기기,"Konica Inkjet, Wireless",959126.4,3,0,143850.6
5745,ID-2015-38027,2016-03-21,2016-03-24,특급 배송,MH-18115,허연경,홈 오피스,여주시,경기도,대한민국,서울경기,OFF-SU-10002543,사무용품,일반 사무용품,"Stiletto Scissors, Easy Grip",46322.28,2,0.1,-2086.92
5746,ID-2015-38027,2016-03-21,2016-03-24,특급 배송,MH-18115,허연경,홈 오피스,여주시,경기도,대한민국,서울경기,FUR-CH-10004576,가구,의자,"Hon Bag Chairs, Adjustable",306134.64,7,0.1,47595.24
5749,IN-2015-16607,2016-05-10,2016-05-12,빠른 배송,IM-15070,손재성,소비자,안양시,경기도,대한민국,서울경기,OFF-LA-10000244,사무용품,라벨,"Hon Legal Exhibit Labels, Alphabetical",21787.2,2,0,7160.4
5750,ID-2015-59370,2016-08-14,2016-08-19,표준 배송,RO-19780,나현지,소비자,송파구,서울특별시,대한민국,서울경기,TEC-AC-10002335,사무기기,악세사리,"Belkin Memory Card, USB",248719.248,4,0.47,-206486.352
5751,ID-2015-37285,2016-03-25,2016-03-29,표준 배송,EB-14110,원현승,소비자,북구,대구광역시,대한민국,영남,FUR-FU-10000556,가구,가구류,"Tenex Light Bulb, Durable",78140.16,6,0.2,-5030.64
5755,IN-2015-51831,2016-04-01,2016-04-03,특급 배송,DM-13345,소재섭,기업 고객,중구,인천광역시,대한민국,서울경기,OFF-LA-10002123,사무용품,라벨,"Smead Legal Exhibit Labels, Alphabetical",22276.8,2,0,7527.6
5761,IN-2015-70276,2016-11-11,2016-11-16,표준 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-SU-10000789,사무용품,일반 사무용품,"Kleencut Box Cutter, Serrated",19186.2,1,0.4,-1285.2
5768,IN-2015-62268,2016-10-07,2016-10-13,표준 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,서울경기,OFF-BI-10000854,사무용품,바인더,"Acco Binder Covers, Economy",61138.8,5,0.1,3304.8
5769,IN-2015-67189,2016-08-19,2016-08-22,특급 배송,AG-10525,조성길,기업 고객,강북구,서울특별시,대한민국,서울경기,FUR-FU-10000815,가구,가구류,"Eldon Door Stop, Black",204652.8,4,0,38800.8
5778,ID-2015-33582,2016-06-20,2016-06-24,표준 배송,JL-15505,조정혜,소비자,강남구,서울특별시,대한민국,서울경기,FUR-CH-10003419,가구,의자,"Hon Steel Folding Chair, Black",241709.4,5,0.4,-104835.6
5787,IN-2015-66349,2016-02-22,2016-02-28,표준 배송,LP-17095,박하준,소비자,남구,대구광역시,대한민국,영남,TEC-MA-10004423,사무기기,전산기기,"StarTech Card Printer, White",371583.45,3,0.25,69286.05
5788,IN-2015-66349,2016-02-22,2016-02-28,표준 배송,LP-17095,박하준,소비자,남구,대구광역시,대한민국,영남,FUR-CH-10002412,가구,의자,"Hon Bag Chairs, Black",392169.6,12,0.25,-125582.4
5789,ID-2015-48583,2016-06-23,2016-06-27,빠른 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,서울경기,OFF-AR-10000465,사무용품,필기구,"Sanford Markers, Blue",69247.8,4,0.27,-8598.6
5790,ID-2015-48583,2016-06-23,2016-06-27,빠른 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,서울경기,OFF-LA-10000732,사무용품,라벨,"Novimex Round Labels, 5000 Label Set",10801.188,3,0.47,-3336.012
5791,ID-2015-48583,2016-06-23,2016-06-27,빠른 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,서울경기,FUR-FU-10002525,가구,가구류,"Deflect-O Door Stop, Erganomic",380371.464,12,0.27,103869.864
5792,ID-2015-48583,2016-06-23,2016-06-27,빠른 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,서울경기,OFF-ST-10004857,사무용품,수납용품,"Smead Folders, Single Width",74162.16,5,0.17,16022.16
5793,ID-2015-48583,2016-06-23,2016-06-27,빠른 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,서울경기,OFF-SU-10004008,사무용품,일반 사무용품,"Kleencut Letter Opener, Steel",51378.624,4,0.47,2908.224
5794,ID-2015-48583,2016-06-23,2016-06-27,빠른 배송,AB-10015,신슬비,소비자,중구,서울특별시,대한민국,서울경기,OFF-ST-10002505,사무용품,수납용품,"Tenex Box, Wire Frame",26363.124,2,0.17,5677.524
5799,ID-2015-55338,2016-05-08,2016-05-14,표준 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,영남,FUR-BO-10001934,가구,책장,"Bush Library with Doors, Metal",964744.56,4,0.35,-400749.84
5800,ID-2015-55338,2016-05-08,2016-05-14,표준 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,영남,FUR-CH-10001147,가구,의자,"Hon Swivel Stool, Adjustable",762582.6,6,0.25,-162761.4
5802,IN-2015-75855,2016-03-20,2016-03-22,빠른 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,영남,OFF-BI-10001032,사무용품,바인더,"Avery Binding Machine, Recycled",250920,5,0,82773
5803,IN-2015-75855,2016-03-20,2016-03-22,빠른 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,영남,OFF-AR-10002340,사무용품,필기구,"Stanley Markers, Water Color",232988.4,9,0,44064
5807,IN-2015-23124,2016-08-29,2016-09-04,표준 배송,AJ-10780,신봄,기업 고객,영천시,경상북도,대한민국,영남,FUR-BO-10004852,가구,책장,"Sauder Classic Bookcase, Traditional",889419.6,2,0,329072.4
5811,ID-2015-77661,2016-04-11,2016-04-16,빠른 배송,NP-18685,안강은,홈 오피스,북구,대구광역시,대한민국,영남,FUR-CH-10002412,가구,의자,"Hon Bag Chairs, Black",63618.624,2,0.27,-22673.376
5812,ID-2015-77661,2016-04-11,2016-04-16,빠른 배송,NP-18685,안강은,홈 오피스,북구,대구광역시,대한민국,영남,FUR-CH-10002872,가구,의자,"SAFCO Executive Leather Armchair, Adjustable",345434.832,1,0.27,-94654.368
5823,IN-2015-14304,2016-08-18,2016-08-24,표준 배송,TD-20995,박정자,소비자,나주시,전라남도,대한민국,호남,TEC-MA-10004482,사무기기,전산기기,"Panasonic Card Printer, White",158107.14,1,0.1,35125.74
5825,IN-2015-71788,2016-06-18,2016-06-21,특급 배송,CW-11905,배일성,홈 오피스,연제구,부산광역시,대한민국,영남,OFF-AR-10001850,사무용품,필기구,"BIC Highlighters, Fluorescent",92672.1,5,0.1,3014.1
5834,IN-2015-18672,2016-05-23,2016-05-25,빠른 배송,RM-19375,정준서,소비자,강남구,서울특별시,대한민국,서울경기,OFF-FA-10004606,사무용품,파스너,"Stockwell Staples, 12 Pack",20869.2,2,0,1040.4
5837,IN-2015-62156,2016-09-26,2016-09-30,빠른 배송,GM-14455,민이슬,홈 오피스,과천시,경기도,대한민국,서울경기,FUR-BO-10001598,가구,책장,"Bush Corner Shelving, Pine",894927.6,7,0,402696
5840,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,OFF-EN-10001975,사무용품,봉투,"Kraft Business Envelopes, Security-Tint",83844,5,0,10863
5841,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,OFF-FA-10000197,사무용품,파스너,"Stockwell Push Pins, Metal",44339.4,3,0,19002.6
5842,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,OFF-PA-10004185,사무용품,종이,"SanDisk Message Books, Recycled",48409.2,2,0,14504.4
5843,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,TEC-AC-10000111,사무기기,악세사리,"SanDisk Mouse, USB",157161.6,4,0,0
5844,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,TEC-CO-10000129,사무기기,복사기,"Brother Fax and Copier, Color",393577.2,2,0,86536.8
5845,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,FUR-FU-10000514,가구,가구류,"Deflect-O Photo Frame, Erganomic",103060.8,2,0,44308.8
5846,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,FUR-CH-10002631,가구,의자,"Office Star Bag Chairs, Black",108140.4,2,0,9730.8
5847,IN-2015-45426,2016-04-07,2016-04-11,표준 배송,LD-17005,백덕수,소비자,여주시,경기도,대한민국,서울경기,OFF-LA-10002806,사무용품,라벨,"Novimex Shipping Labels, 5000 Label Set",34792.2,3,0,16983
5861,IN-2015-46917,2016-04-22,2016-04-23,특급 배송,BT-11305,민환준,홈 오피스,강서구,서울특별시,대한민국,서울경기,OFF-ST-10000103,사무용품,수납용품,"Smead Lockers, Industrial",912951,5,0.1,40545
5872,ID-2015-62611,2016-06-04,2016-06-09,표준 배송,GM-14680,남채리,소비자,옹진군,인천광역시,대한민국,서울경기,FUR-CH-10000258,가구,의자,"Office Star Steel Folding Chair, Red",168379.56,2,0.1,-7509.24
